rhakhis_wfo,taxonid,family,genus,specificepithet,infraspecificepithet,scientfiicname,scientfiicnameauthorship,taxonrank,taxonomicstatus,acceptednameusageid,parentnameusageid,originalnameusageid,namepublishedin,nomenclaturalstatus,taxonremarks,scientificnameid,references,rhakhis_parent,rhakhis_accepted,rhakhis_pk,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_basionym,subfamily
wfo-0000589375,2704169,Fabaceae,Cassia,ursinoides,,Cassia ursinoides,Harms ex Luetzelb.,Species,Unplaced,,2702576,,Estud. Bot. Nordéste 3: 269 (1926),", nom. nud.",Brazil (Bahia),ipni:485380-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:485380-1,,,3659,,,,,
wfo-0000621663,2737984,Fabaceae,Coronilla,moravica,,Coronilla moravica,Chrtková & Stavelová,Species,Unplaced,,2737916,,Folia Geobot. Phytotax. 21: 325 (1986),,Czech Rep. (Bílé Karpaty),ipni:930758-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:930758-1,,,3685,,,,,
wfo-0000626791,2744793,Fabaceae,Crotalaria,virgulta,,Crotalaria virgulta,Spreng.,Species,Unplaced,,2743186,,"Syst. Veg., ed. 16. 4(2): 276 (1827)",,S. Africa,ipni:489062-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:489062-1,,,3753,,,,,
wfo-0000589081,2702693,Fabaceae,Cassia,arowana,,Cassia arowana,M.R.Schomb.,Species,Unplaced,,2702576,,Reis. Br.-Guiana 3: 1206 (1849),", nom. nud.",Guyana,ipni:484139-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:484139-1,,,3857,,,,,
wfo-1200000677,2776025,Fabaceae,Dorycnium,pentaphyllum,anatolicum,Dorycnium pentaphyllum subsp. anatolicum,(Boiss. & Heldr.) Gams,Subspecies,Synonym,2775969,,2775969,"G.Hegi, Ill. Fl. Mitt.-Eur. 4: 1378 (1923)",,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2776025-4,,wfo-0000654735,4069,,,,,
wfo-0000731511,2864694,Fabaceae,Indigofera,sericophylla,,Indigofera sericophylla,Franch.,Species,Unplaced,,2863481,,Pl. Delavay.: 157 (1889),,China (Yunnan),ipni:499982-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:499982-1,,,4095,,,,,
wfo-0000539774,2643178,Fabaceae,Apalatoa,delagoensis,,Apalatoa delagoensis,Schinz,Species,Unplaced,,2643168,,Mém. Herb. Boissier 10: 39 (1900),,Mozambique,ipni:474840-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:474840-1,,,4166,,,,,
wfo-0000611939,2728065,Fabaceae,Clitoria,occidentalis,,Clitoria occidentalis,Sweet,Species,Unplaced,,2727924,,"Hort. Brit., ed. 2: 140 (1830)",,Caribbean,ipni:486567-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:486567-1,,,4409,,,,,
wfo-0000530883,2633591,Fabaceae,Amerimnon,strigulosum,,Amerimnon strigulosum,Kunth,Species,Unplaced,,2633482,,"F.W.H.von Humboldt, A.J.A.Bonpland & C.S.Kunth, Nov. Gen. Sp. 6: 389 (1824)",,Venezuela,ipni:473710-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473710-1,,,4733,,,,,
wfo-0000512911,2613779,Fabaceae,Acacia,semicordata,,Acacia semicordata,Roxb. ex Steud.,Species,Unplaced,,2611079,,"Nomencl. Bot., ed. 2, 1: 8 (1840)",", nom. nud.",India,ipni:471431-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471431-1,,,4738,,,,,
wfo-1200097312,3314084,Fabaceae,Dillwynia,juniperina,,Dillwynia juniperina,Sieber ex Reider,Species,Unplaced,,2768353,,Schnell Unterr. Bot. Blumist: 212 (1835),", nom. illeg.",Australia,ipni:77340335-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77340335-1,,,4771,,,,,
wfo-1200022538,2743514,Fabaceae,Crotalaria,decumbens,,Crotalaria decumbens,Pers.,Species,Unplaced,,2743186,,Syn. Pl. 2: 285 (1807),,,ipni:488020-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:488020-1,,,4855,,,,,
wfo-1000061575,3313599,Fabaceae,Cytisus,polonicus,,Cytisus polonicus,Sennikov & Val.N.Tikhom.,Species,Unplaced,,2754521,,PhytoKeys 238: 181 (2024),,Poland,ipni:77336840-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77336840-1,,,4872,,,,,
wfo-0000209648,2744642,Fabaceae,Crotalaria,strigosa,,Crotalaria strigosa,Bojer ex Desjardins,Species,Unplaced,,2743186,,Rapp. Annuel Trav. Soc. Hist. Nat. île Maurice 7: 37 (1836),,Mauritius,ipni:488923-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:488923-1,,,4935,,,,,
wfo-0001443470,3243210,Fabaceae,Acacia,carolina,,Acacia carolina,Buc'hoz,Species,Unplaced,,2611079,,Herb. Color. Amérique: t. 70 (1783),,SE. U.S.A.,ipni:77209958-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77209958-1,,,4971,,,,,
wfo-0000731617,2865089,Fabaceae,Inga,afra,,Inga afra,Meisn.,Species,Unplaced,,2864988,,London J. Bot. 2: 102 (1843),,KwaZulu-Natal,ipni:500288-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:500288-1,,,5224,,,,,
wfo-0000654776,2776039,Fabaceae,Dorycnium,reesei,,Dorycnium reesei,Hub.-Mor.,Species,Synonym,2776030,,,Candollea 10: 147 (1945),,,ipni:493395-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:493395-1,,wfo-0000188853,5284,,,,,
wfo-0000653308,2774352,Fabaceae,Dolichos,geminiflorus,,Dolichos geminiflorus,G.Don,Species,Unplaced,,2774202,,Gen. Hist. 2: 358 (1832),,Mexico,ipni:493035-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:493035-1,,,5416,,,,,
wfo-0000677678,2799049,Fabaceae,Ervum,subglobosum,,Ervum subglobosum,Rchb.,Species,Unplaced,,2798922,,"Index Seminum (DR, Dresdensis) 1839: [3] (1839)",,,ipni:494310-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:494310-1,,,5478,,,,,
wfo-0000626655,2744054,Fabaceae,Crotalaria,magnifolia,,Crotalaria magnifolia,Ten.,Species,Unplaced,,2743186,,"Index Seminum (NAP, Neapolitano) 1829: 16 (1829)",,,ipni:488461-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:488461-1,,,5524,,,,,
wfo-0000186885,2427725,Fabaceae,Rhynchosia,nitida,,Rhynchosia nitida,(E.Mey.) Steud.,Species,Synonym,2736078,,2736078,"Nomencl. Bot., ed. 2, 2: 454 (1841)",,,ipni:517414-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:517414-1,,wfo-0000619824,5849,,,,,
wfo-0000585921,2698845,Fabaceae,Caragana,prestonae,,Caragana × prestonae,R.J.Moore,Species,Unplaced,,2698693,,Canad. J. Genet. Cytol. 5: 123 (1963),,,ipni:483878-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:483878-1,,,6016,,,,,
wfo-0000704409,2827387,Fabaceae,Glycine,monniera,,Glycine monniera,DC.,Species,Unplaced,,3223627,,Prodr. 2: 242 (1825),,S. Africa,ipni:496803-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:496803-1,,,6140,,,,,
,3287670,Fabaceae,Anthyllis,vulneraria,variegata,Anthyllis vulneraria subproles variegata,(Boiss. ex Beck) Sagorski,subproles,Synonym,2642201,,2642098,Allg. Bot. Z. Syst. 14: 174 (1908),,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3287670-4,,wfo-0001429270,6212,,,,,
wfo-1200022597,2754685,Fabaceae,Cytisus,glabrescens,,Cytisus glabrescens,Schrank,Species,Unplaced,,2754521,,Baier. Fl. 2: 269 (1789),,Germany,ipni:489747-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:489747-1,,,6230,,,,,
wfo-1200022122,2657492,Fabaceae,Astragalus,angustifolius,,Astragalus angustifolius,Rohlena,Species,Unplaced,,2657136,,"Věstn. Ceské Společn. Nauk, Tř. Mat.-Přír. 1935(3): 3 (1936)",", nom. illeg.",North Macedonia,ipni:476152-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:476152-1,,,6293,,,,,
wfo-0000626767,2744675,Fabaceae,Crotalaria,tenella,,Crotalaria tenella,E.Mey.,Species,Unplaced,,2743186,,Linnaea 7: 152 (1832),,,ipni:488948-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:488948-1,,,6331,,,,,
wfo-1000002260,2768399,Fabaceae,Dillwynia,grandis,,Dillwynia grandis,Anon.,Species,Unplaced,,2768353,,Fl. Cab. 3: 282 (1840),,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2768399-4,,,6403,,,,,
,3287386,Fabaceae,Anthyllis,vulneraria,subdinarica,Anthyllis vulneraria subproles subdinarica,Sagorski,subproles,Synonym,3241418,,,Allg. Bot. Z. Syst. 14: 131 (1908),,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3287386-4,,wfo-0001316342,6537,,,,,
wfo-0000716827,2841414,Fabaceae,Hedysarum,leucophyllum,,Hedysarum leucophyllum,Link,Species,Unplaced,,2840943,,Enum. Hort. Berol. Alt. 2: 248 (1822),", nom. nud.",,ipni:497851-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:497851-1,,,6561,,,,,
wfo-0000731259,2863692,Fabaceae,Indigofera,bufalina,,Indigofera bufalina,Lour.,Species,Unplaced,,2863481,,Fl. Cochinch.: 458 (1790),,Vietnam,ipni:499084-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:499084-1,,,6874,,,,,
wfo-0001054131,2624462,Fabaceae,Aeschynomene,viscosa,,Aeschynomene viscosa,Vatke,Species,Unplaced,,2624018,,Abh. Naturwiss. Vereine Bremen 7: 247 (1882),,Madagascar,ipni:473004-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473004-1,,,6923,,,,,
wfo-0000522178,2624264,Fabaceae,Aeschynomene,monadelpha,,Aeschynomene monadelpha,Larrañaga,Species,Unplaced,,2624018,,"Escritos D. A. Larrañaga 2: 234, 490 (1923)",,Uruguay,ipni:5965-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:5965-2,,,6950,,,,,
wfo-1200002251,3270593,Fabaceae,Afzelia,discolor,,Afzelia discolor,Jacob-Makoy,Species,Unplaced,,2624953,,Nursery Cat. (L.Jacob-Makoy & Co.) 114: 33 (1870),,Trop. Africa,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3270593-4,,,6983,,,,,
wfo-0000538744,2641935,Fabaceae,Anthyllis,chelmea,,Anthyllis chelmea,Rothm.,Species,Unplaced,,2641894,,Bot. Jahrb. Syst. 73: 439 (1944),,Greece,ipni:474660-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:474660-1,,,7207,,,,,
wfo-0000512513,2611703,Fabaceae,Acacia,cochliocarpa,,Acacia cochliocarpa,G.Don,Species,Unplaced,,2611079,,Gen. Hist. 2: 422 (1832),,Brazil,ipni:470011-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470011-1,,,7260,,,,,
wfo-0000594339,2709094,Fabaceae,Centrosema,cuspidatum,,Centrosema cuspidatum,Hassk.,Species,Unplaced,,2709075,,Flora 51: 27 (1868),,http://plants.jstor.org/specimen/fr0031528?history=true,ipni:485563-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:485563-1,,,7267,,,,,
wfo-1000002776,3267919,Fabaceae,Callistachys,drummondii,,Callistachys drummondii,Bosse,Species,Unplaced,,2692765,,"Vollst. Handb. Bl.-Gärtn., ed. 3. 1: 566 (1859)",,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3267919-4,,,7334,,,,,
wfo-0000731754,2865788,Fabaceae,Inga,tapinhuana,,Inga tapinhuana,Jacq. ex Heynh.,Species,Unplaced,,2864988,,Nom. Bot. Hort.: 417 (1840),", nom. nud.",,ipni:500856-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:500856-1,,,7465,,,,,
wfo-0000538794,2642051,Fabaceae,Anthyllis,polyphylloides,,Anthyllis × polyphylloides,Juz.,Species,Unplaced,,2641894,,"V.L.Komarov (ed.), Fl. URSS 11: 393 (1941)",,E. Europe,ipni:474747-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:474747-1,,,7572,,,,,
wfo-1000049420,3305803,Fabaceae,Kennedia,audomariensis,,Kennedia audomariensis,Lesc.,Species,Unplaced,,2336059,,"Hort. Franç. 5: 172, t. 15 (1855)",,,ipni:77321063-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77321063-1,,,7634,,,,,
wfo-0000203309,2613203,Fabaceae,Acacia,officinalis,,Acacia officinalis,Dehnh.,Species,Unplaced,,2611079,,Rivista Napol. 1: 170 (1839),,Tasmania,ipni:471026-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471026-1,,,7638,,,,,
wfo-0000731693,2865497,Fabaceae,Inga,mollis,,Inga mollis,Graham,Species,Unplaced,,2864988,,"N.Wallich, Numer. List: 183, n.° 5275 (1831)",", nom. nud.",Myanmar,ipni:500619-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:500619-1,,,7707,,,,,
wfo-0000621656,2737962,Fabaceae,Coronilla,heineri,,Coronilla heineri,Regel,Species,Unplaced,,2737916,,Cat. Pl. Hort. Aksakov.: 41 (1860),,,ipni:487213-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:487213-1,,,7838,,,,,
wfo-0000696579,2819470,Fabaceae,Genista,pilocarpa,,Genista pilocarpa,Link,Species,Unplaced,,2818992,,Enum. Hort. Berol. Alt. 2: 223 (1822),,,ipni:496253-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:496253-1,,,7918,,,,,
wfo-1000061574,3313597,Fabaceae,Cytisus,semerenkoanus,,Cytisus × semerenkoanus,Sennikov & Val.N.Tikhom.,Species,Unplaced,,2754521,,PhytoKeys 238: 173 (2024),,,ipni:77336839-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77336839-1,,,8120,,,,,
wfo-0000512842,2613479,Fabaceae,Acacia,prona,,Acacia prona,Noronha,Species,Unplaced,,2611079,,Verh. Batav. Genootsch. Kunsten 5(4): 5 (1790),", nom. nud.",Jawa,ipni:471214-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471214-1,,,8168,,,,,
wfo-0000693781,2816294,Fabaceae,Galega,polygama,,Galega polygama,Sessé & Moc.,Species,Unplaced,,2816216,,"Fl. Mexic., ed. 2: 174 (1894)",,Mexico,ipni:106822-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:106822-2,,,8391,,,,,
wfo-0000637031,2755568,Fabaceae,Dalbergia,filiformis,,Dalbergia filiformis,Moon,Species,Unplaced,,2755401,,Cat. Pl. Ceylon: 51 (1824),,Sri Lanka,ipni:490202-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:490202-1,,,8440,,,,,
